,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
743,1,0,1,1,1.1657772395230555,1,1,-1.3514295710540236,-0.32306945179285945,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
820,1,0,1,0,1.1657772395230555,1,1,1.3822264942192488,1.972788645582505,-1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
3251,1,1,0,0,0.18848851024232702,1,1,1.395520870220578,0.7830354402961629,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
6663,1,0,0,0,-1.2774445836787656,1,1,-0.33607160395252245,-0.9840213781097114,-1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3497,1,1,1,0,-1.2367242199587352,1,1,0.1508349170961516,-0.940243440640647,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5402,1,0,1,1,-0.9516816739185228,1,1,-1.4760643460664828,-0.9237742821172371,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
4162,1,0,1,1,1.6137012404433893,0,1,0.03118553308419093,1.0120141429835738,-1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
5662,1,0,0,0,-1.2774445836787656,1,1,0.18240906009930805,-0.9771334726682853,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5699,0,0,0,0,-0.7073594915983407,1,1,0.682609957149311,-0.46954782552318824,-1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
4161,0,1,0,0,-1.2367242199587352,1,1,-0.4922805219681379,-0.9608630037249165,-1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
5127,0,0,0,0,1.4100994218432374,1,1,1.7810577742591183,2.437633956398752,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
5056,1,0,1,1,1.6137012404433893,1,1,0.6626683931473177,1.594196689124116,-1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
2111,0,0,1,1,-0.0965540357978854,1,1,-1.4461520000634926,-0.6938242081496252,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2431,0,1,0,0,-1.2367242199587352,0,1,-1.3397969920528607,-0.9871783347703651,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1550,0,1,1,0,-1.0738427650786138,1,1,0.53304822713436,-0.8063266636929193,-1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2235,1,0,1,1,0.35136996512244845,1,1,0.4516201741262198,0.4096977193988621,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
3412,0,0,1,1,-1.2367242199587352,1,1,-0.17487729493640844,-0.9505311455627772,-1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
5716,0,0,0,1,-1.2367242199587352,1,1,-0.31446824295036285,-0.9601786285047746,-1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2089,1,0,0,0,0.7178532386027215,0,1,-0.8329489070021932,-0.15477937749801446,-1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
3924,1,0,1,1,0.6364125111626608,1,1,0.574593152138513,0.7712023719737127,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
6356,0,0,0,0,-0.9109613101984924,1,1,1.1346187411944968,-0.5379411942973492,-1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1151,1,0,0,0,-1.2774445836787656,1,1,-1.5259182560714666,-0.9998282380329844,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
3160,1,0,1,1,1.4915401492832983,0,1,-0.6152534999804311,0.3700481098706527,-1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
1755,1,0,0,0,-0.8295205827584317,1,1,-0.3477041829536853,-0.7191681679148728,-1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
6047,0,0,1,0,-0.7888002190384014,1,1,0.03617092408468901,-0.6097785157922233,-1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2122,1,0,0,0,-0.8295205827584317,1,1,0.36853032411791364,-0.6308837645165932,-1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
1880,0,0,0,0,-1.2367242199587352,1,1,0.7058751151516368,-0.9350995881795822,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
5312,0,0,0,0,-1.2774445836787656,1,1,-0.44907379996381874,-0.9855225882700223,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
3921,1,0,1,0,-0.3408762181180675,1,1,0.051127097086184216,-0.31960342245214174,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3704,1,0,1,1,1.4508197855632678,1,1,0.27380789510844483,1.2714806578972968,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
5703,0,1,0,0,1.6137012404433893,1,1,-1.3082228490497045,-0.2092644756692958,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
4262,0,1,0,0,-1.2367242199587352,1,1,0.05445069108651675,-0.9664042353460637,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
6333,1,1,0,0,1.125056875803025,1,1,1.3705939152180862,1.8359356781741687,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
484,1,0,1,1,-0.9924020376385531,1,1,0.6244470621434968,-0.707887015092537,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
922,0,0,1,0,-0.6666391278783103,1,1,0.35357415111641893,-0.4829924871059719,-1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5803,0,0,1,0,-1.1145631287986442,1,1,0.5496661971360212,-0.8243411856166493,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5815,0,1,0,0,-0.9516816739185228,1,1,0.6743009721484804,-0.6785471871064621,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
3886,1,1,1,0,1.6137012404433893,1,1,1.39884446422091,2.3816697246871645,-1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
1266,1,1,0,0,-1.1552834925186746,1,1,0.5147684601325326,-0.8740577338669431,-1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1610,0,0,1,1,0.758573602322752,1,1,-0.14164135493308597,0.3700701864906571,-1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
4226,1,0,1,0,-1.1960038562387048,1,1,0.36853032411791364,-0.8948539099112491,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1619,0,0,0,0,1.4915401492832983,1,1,0.5563133851366857,1.4437886770329738,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
418,1,0,1,1,-0.4223169455581282,1,1,0.6161380771426661,-0.1931264664459543,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1403,0,0,0,0,-0.9924020376385531,1,1,0.04946530008601819,-0.7668757437447508,-1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
6503,0,0,1,1,1.5322605130033284,0,1,-0.1466267459335843,0.8192190204836547,-1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
2730,0,0,0,0,0.6771328748826912,1,1,1.392197276220246,1.2737324731377633,-1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
2941,0,0,1,0,1.6137012404433893,1,1,1.1030445981913404,2.133020753575681,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
6060,1,1,0,0,-0.9924020376385531,1,1,0.7424346491552913,-0.6930736030694699,-1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2620,0,0,0,0,-0.5851984004382496,1,1,0.11926077409299518,-0.43424731013587914,-1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
2169,1,0,1,0,1.2064976032430856,1,1,0.5396954151350245,1.193285269841106,-1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2316,0,0,0,0,-1.1552834925186746,1,1,-1.46443176706532,-0.9758971819480292,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
4126,0,0,1,1,-1.0738427650786138,1,1,-1.502653098069141,-0.9538867918034719,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
2116,0,0,0,0,-1.2774445836787656,1,1,-0.34604238595351905,-0.9841538378297389,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3371,1,0,1,1,-0.8702409464784621,1,1,-1.5126238800701375,-0.9285428320382244,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
4465,0,0,0,0,-0.055833672077855064,0,1,-0.4889569279678058,-0.3355206654754374,-1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2502,1,0,0,0,1.5322605130033284,1,1,-1.286619488047545,-0.18849037624499437,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
5946,1,0,0,0,0.3920903288424788,1,1,0.30372024111143525,0.38733410333423185,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
1749,0,1,0,0,0.7992939660427822,1,1,1.5284646302338678,1.5668658335584573,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
4853,1,0,0,0,0.8400143297628127,1,1,0.9867188081797118,1.2183863867863036,-1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
1288,0,0,0,0,1.2879383306831464,1,1,-1.502653098069141,-0.4605847178013323,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3299,0,0,0,0,1.4508197855632678,1,1,1.7428364432552979,2.5399811667399437,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
6291,1,0,0,0,1.0843365120829946,1,1,0.5014740841312035,1.1050670963028406,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
685,1,0,0,0,-1.2774445836787656,1,1,-0.49394231896830415,-0.9861186570101457,-1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
3851,1,0,1,1,0.5549717837226001,1,1,-1.5126238800701375,-0.6265788236157019,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
5779,1,0,0,0,0.26992923768238775,1,1,1.0232783421833662,0.6223617999028949,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
74,1,0,0,1,-1.1960038562387048,1,1,-0.00869759491979612,-0.9298232759984896,-1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
773,1,0,1,0,-1.1145631287986442,1,1,0.8022593411612722,-0.8076291842731889,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
2340,1,0,1,1,0.6364125111626608,0,1,-0.6567984249845842,-0.038413513453920474,-1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
5841,0,1,0,0,1.5322605130033284,0,1,-0.6484894399837535,0.4332093197037303,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
6418,0,0,1,0,-0.055833672077855064,1,1,0.4831943171293762,0.08861535805238115,-1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
3340,1,1,0,0,-1.1145631287986442,1,1,0.611152686142168,-0.8112055967139294,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
6839,1,0,0,0,-0.8702409464784621,1,1,1.1961052302006432,-0.5093298947714252,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
5821,1,0,1,0,1.4915401492832983,1,1,-1.2783105030467143,-0.22948665959348283,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
249,0,0,0,0,0.3920903288424788,1,1,1.1379423351948288,0.8897538213982591,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2305,0,0,1,1,0.06632741908223598,1,1,1.0947356131905097,0.4974743605370366,-1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
715,0,0,0,0,0.5549717837226001,1,1,0.8105683261621028,0.8663967574334231,-1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
2583,1,1,0,0,1.002895784642934,1,1,0.16911468409797886,0.7593030737912491,-1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
2037,1,1,0,0,-1.2774445836787656,1,1,0.19404163910047073,-0.9769789363282533,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
972,0,0,0,0,1.0436161483629645,1,1,0.1774236690988095,0.7795914875754497,-1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
659,0,0,1,0,0.18848851024232702,1,1,-1.4760643460664828,-0.7001160448509279,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
3035,1,1,1,0,-0.30015585439803716,1,1,0.1508349170961516,-0.20760872916895295,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
671,0,0,1,1,0.8400143297628127,1,1,-1.303237458049206,-0.4182196840125606,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1498,0,1,0,0,-0.7073594915983407,1,1,0.36188313611724954,-0.5018679972098802,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1013,1,0,0,0,-1.2774445836787656,1,1,-0.5072366949696331,-0.9862952699701822,-1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
450,1,0,0,0,1.2879383306831464,1,1,-1.33148800705203,-0.2828237735245264,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2613,1,0,0,0,-1.2774445836787656,1,1,0.5131066631323666,-0.9727402252873757,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
4632,1,0,1,1,-1.2774445836787656,1,1,-1.505976692069473,-0.9995633185929296,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1521,0,0,0,0,0.18848851024232702,1,1,0.08934842809000525,0.07064498936866041,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
4754,0,0,1,0,1.4508197855632678,1,1,-1.3132082400502028,-0.2450948299367145,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
2013,1,0,0,1,-0.055833672077855064,1,1,-1.4843733310673135,-0.747978157020838,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3144,0,0,0,0,-1.0738427650786138,1,1,-1.5225946620711341,-0.9595163299046375,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
3639,1,1,1,0,1.125056875803025,1,1,1.1877962451998125,1.653847716376467,-1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
2856,0,0,0,0,-1.2774445836787656,1,1,-0.4856333339674735,-0.9860082739101228,-1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5549,1,0,0,0,-1.1960038562387048,1,1,1.1013828011911744,-0.8689359580258826,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
3004,0,0,1,1,-1.2774445836787656,1,1,0.8105683261621028,-0.9687885103065574,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
115,0,0,1,1,-1.1960038562387048,1,1,0.8338334841644282,-0.8984744755919987,-1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
5123,1,1,0,0,-0.7073594915983407,1,1,0.3502505571160864,-0.501514771289807,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
4677,0,0,1,0,-0.9109613101984924,1,1,1.1661928841976528,-0.5706366685241189,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
4783,1,1,1,1,1.5729808767233588,1,1,0.14751132309581955,1.1917840596807954,-1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1217,0,0,1,0,1.2064976032430856,1,1,-1.3630621500551865,-0.3693420473224403,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2685,1,0,1,0,1.6137012404433893,1,1,1.1927816362003112,2.2300695751157757,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
2219,0,1,0,0,-0.5037576729981889,1,1,0.8371570781647607,-0.2803070388440053,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1373,0,0,0,1,-1.2774445836787656,1,1,-1.4926823160681442,-0.9993867056328929,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
542,1,0,0,0,-1.2774445836787656,1,1,-1.502653098069141,-0.9995191653529202,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1577,1,0,1,1,-0.62591876415828,1,1,1.1246479591934997,-0.25536045823884,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
2768,1,0,0,0,-0.8295205827584317,1,1,-1.4976677070686424,-0.8929553205908559,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
3237,0,0,1,1,1.3286586944031769,1,1,-1.4926823160681442,-0.4487074962388731,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
2291,1,0,0,0,-1.1552834925186746,1,1,0.6942425361504742,-0.8661322272853021,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
5808,0,0,1,0,1.6137012404433893,1,1,1.4503601712260603,2.4002582387310136,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,0,0.06632741908223598,1,1,-0.2596289419448806,-0.1738756538019684,-1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
224,1,0,0,0,-0.8295205827584317,1,1,-1.5093002860698053,-0.9113009918146545,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
4922,1,0,1,1,1.1657772395230555,1,1,-0.16490651293541178,0.5996891111582004,-1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5807,0,0,0,0,1.002895784642934,1,1,-1.5275800530716328,-0.5249601417346615,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1390,1,0,1,1,1.6137012404433893,1,1,0.13255515009432434,1.1501475543521744,-1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
1856,1,1,0,0,0.22920887396235737,1,1,-0.2529817539442163,-0.014416227508951806,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
6570,1,0,0,0,-1.1552834925186746,0,1,-1.1835880740372453,-0.9595604831446467,-1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
499,1,0,0,0,-0.8295205827584317,1,1,1.1612074931971548,-0.46133532288148776,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
6460,0,0,0,0,0.47353105628253944,1,1,1.1894580421999785,0.9337746016873737,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
767,0,0,0,0,-0.748079855318371,1,1,-1.4744025490663168,-0.8864206410695029,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
2322,1,0,0,1,0.6771328748826912,1,1,-1.4727407520661506,-0.5557349500210335,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
4982,1,1,1,0,1.1657772395230555,1,1,1.3174164112127704,1.8198638988108413,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
5001,0,0,0,0,-0.5444780367182193,1,1,-0.3244390249513595,-0.546087467079036,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
4975,0,0,1,0,1.6137012404433893,1,1,1.2958130502106107,2.2354341937768862,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
3569,0,0,0,0,-0.62591876415828,1,1,-1.4893587220678117,-0.8710111603063124,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
6813,1,0,1,0,1.2879383306831464,0,1,-0.562075995975115,0.3815721055130387,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
